,case_id,label,loss_dice
0,63,loss_dice_label0,0.0674639344215393
1,83,loss_dice_label0,0.0952025055885315
2,90,loss_dice_label0,0.07466906309127808
3,85,loss_dice_label0,0.10126054286956787
4,67,loss_dice_label0,0.06862753629684448
5,58,loss_dice_label0,0.03820592164993286
6,25,loss_dice_label0,0.08041447401046753
7,18,loss_dice_label0,0.06991195678710938
8,19,loss_dice_label0,0.05416041612625122
9,24,loss_dice_label0,0.03864568471908569
10,64a,loss_dice_label0,0.059818923473358154
11,56,loss_dice_label0,0.1128462553024292
12,78,loss_dice_label0,0.06239497661590576
13,n2,loss_dice_label0,0.14846986532211304
14,21b,loss_dice_label0,0.04691195487976074
15,17b,loss_dice_label0,0.042107582092285156
16,70a,loss_dice_label0,0.04871928691864014
17,40,loss_dice_label0,0.04608029127120972
18,19b,loss_dice_label0,0.043223559856414795
19,52,loss_dice_label0,0.05351459980010986
20,60,loss_dice_label0,0.16562998294830322
21,50,loss_dice_label0,0.06491827964782715
22,21,loss_dice_label0,0.04265552759170532
23,84,loss_dice_label0,0.04818379878997803
24,57,loss_dice_label0,0.06081444025039673
25,53,loss_dice_label0,0.05267941951751709
26,17,loss_dice_label0,0.05926394462585449
27,20,loss_dice_label0,0.0897444486618042
28,88,loss_dice_label0,0.05610436201095581
29,26,loss_dice_label0,0.08683532476425171
30,55a,loss_dice_label0,0.2091975212097168
31,47,loss_dice_label0,0.06628173589706421
32,81,loss_dice_label0,0.05793720483779907
33,73,loss_dice_label0,0.041245996952056885
34,89,loss_dice_label0,0.14944487810134888
35,86,loss_dice_label0,0.03969693183898926
36,43,loss_dice_label0,0.04859328269958496
37,71,loss_dice_label0,0.04093587398529053
38,67a,loss_dice_label0,0.06673747301101685
39,64,loss_dice_label0,0.05703228712081909
40,54,loss_dice_label0,0.044666588306427
41,55,loss_dice_label0,0.052327096462249756
42,51,loss_dice_label0,0.058872997760772705
43,82,loss_dice_label0,0.037796080112457275
44,63,loss_dice_label1,0.9154690504074097
45,83,loss_dice_label1,0.8223156929016113
46,90,loss_dice_label1,0.9068284630775452
47,85,loss_dice_label1,0.888110876083374
48,67,loss_dice_label1,0.8733153939247131
49,58,loss_dice_label1,0.98259437084198
50,25,loss_dice_label1,0.8555628061294556
51,18,loss_dice_label1,0.866607129573822
52,19,loss_dice_label1,0.9535285234451294
53,24,loss_dice_label1,0.9960436224937439
54,64a,loss_dice_label1,0.9128829836845398
55,56,loss_dice_label1,0.7965756058692932
56,78,loss_dice_label1,0.8743619322776794
57,n2,loss_dice_label1,0.7531378865242004
58,21b,loss_dice_label1,0.9849728345870972
59,17b,loss_dice_label1,0.9636190533638
60,70a,loss_dice_label1,0.9402258992195129
61,40,loss_dice_label1,0.9407176375389099
62,19b,loss_dice_label1,0.9623029232025146
63,52,loss_dice_label1,0.9582647681236267
64,60,loss_dice_label1,0.7550466656684875
65,50,loss_dice_label1,0.91319340467453
66,21,loss_dice_label1,0.9948170185089111
67,84,loss_dice_label1,0.9587680101394653
68,57,loss_dice_label1,0.9989409446716309
69,53,loss_dice_label1,0.9916948676109314
70,17,loss_dice_label1,0.9921226501464844
71,20,loss_dice_label1,1.0
72,88,loss_dice_label1,0.9922201037406921
73,26,loss_dice_label1,0.8230196237564087
74,55a,loss_dice_label1,0.787934422492981
75,47,loss_dice_label1,0.9787659049034119
76,81,loss_dice_label1,0.9568508267402649
77,73,loss_dice_label1,0.9676353931427002
78,89,loss_dice_label1,0.7501312494277954
79,86,loss_dice_label1,0.991484522819519
80,43,loss_dice_label1,0.9558663964271545
81,71,loss_dice_label1,0.9998558759689331
82,67a,loss_dice_label1,0.9231283664703369
83,64,loss_dice_label1,0.9857490658760071
84,54,loss_dice_label1,0.9832333326339722
85,55,loss_dice_label1,0.9434875845909119
86,51,loss_dice_label1,0.9987920522689819
87,82,loss_dice_label1,0.9996368288993835
